Name,Country.Code,Indicator.Name.x,Indicator.Code.x,X2019.x,gdpcap,Country.Name.y,Indicator.Name.y,Indicator.Code.y,X2019.y,urbpop,Country.Name.x.x,Indicator.Name.x.x,Indicator.Code.x.x,HealthExppCap,Country.Name.y.y,Indicator.Name.y.y,Indicator.Code.y.y,X2019,AirTransport,Country.Name.x.x.x,AgeDependancy,Country.Name.y.y.y,Indicator.Name.x.x.x,MilitaryEx,Country.Name.x.x.x.x,Indicator.Name.y.y.y,HospitalBeds,Country.Name.y.y.y.y,Indicator.Name,PovertyRate,WHO.Region,totalcases,Cases...cumulative.total.per.100000.population,Cases...newly.reported.in.last.7.days,Cases...newly.reported.in.last.7.days.per.100000.population,Cases...newly.reported.in.last.24.hours,totaldeaths,Deaths...cumulative.total.per.100000.population,Deaths...newly.reported.in.last.7.days,Deaths...newly.reported.in.last.7.days.per.100000.population,Deaths...newly.reported.in.last.24.hours,deathrate
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1926.699694,1905.26,Nicaragua,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.76,59.012,Nicaragua,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,160.7587891,Nicaragua,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Nicaragua,54.26898591,Nicaragua,Military expenditure (% of GDP),0.654150809,Nicaragua,"Hospital beds (per 1,000 people)",0.93,Nicaragua,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.4,Americas,14339,216.452,33,0.498,0,232,3.502,1,0.015,0,0.016179649905851176
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,52476.27325,52397.12,Netherlands,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.876,92.236,Netherlands,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5335.30127,Netherlands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,361156,174118.388,Netherlands,55.60927671,Netherlands,Military expenditure (% of GDP),1.42324474,Netherlands,"Hospital beds (per 1,000 people)",3.28,Netherlands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1,Europe,8006753,45995.771,58670,337.037,4947,22138,127.174,80,0.46,21,0.0027649160652264406
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,75719.7529,67329.68,Norway,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.616,82.974,Norway,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,8007.397949,Norway,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,560421.19,168011.186,Norway,53.33583597,Norway,Military expenditure (% of GDP),1.936619898,Norway,"Hospital beds (per 1,000 people)",3.6,Norway,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.3,Europe,1417630,26410.971,4994,93.04,922,2783,51.848,116,2.161,116,0.0019631356559892212
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1194.956876,1155.14,Nepal,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.153,20.576,Nepal,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,53.24640274,Nepal,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,27035,35894,Nepal,52.99376863,Nepal,Military expenditure (% of GDP),1.363585634,Nepal,"Hospital beds (per 1,000 people)",0.3,Nepal,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,South-East Asia,978634,3358.755,89,0.305,3,11951,41.017,0,0,0,0.012211919880159487
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,11029.73558,10580.27,Nauru,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,Nauru,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1049.447021,Nauru,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1351,335,Nauru,NA,Nauru,Military expenditure (% of GDP),NA,Nauru,"Hospital beds (per 1,000 people)",5,Nauru,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.9,Western Pacific,3,27.691,0,0,0,0,0,0,0,0,0
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,42755.21626,41441.47,New Zealand,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.615,86.699,New Zealand,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4211.046387,New Zealand,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,192514,123038.32,New Zealand,55.76078712,New Zealand,Military expenditure (% of GDP),1.542552516,New Zealand,"Hospital beds (per 1,000 people)",2.73,New Zealand,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Western Pacific,803269,16657.615,62859,1303.525,9624,514,10.659,88,1.825,17,6.398852688202831e-4
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,17700.70349,14485.39,Oman,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.443,86.276,Oman,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,624.7444458,Oman,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,79436,19013,Oman,33.32959102,Oman,Military expenditure (% of GDP),10.87089296,Oman,"Hospital beds (per 1,000 people)",1.47,Oman,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Eastern Mediterranean,388763,7612.913,192,3.76,22,4257,83.362,4,0.078,1,0.010950116137595398
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1288.556325,1188.86,Pakistan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.907,37.165,Pakistan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,39.49928665,Pakistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,49749,27903.88,Pakistan,64.38774135,Pakistan,Military expenditure (% of GDP),4.024714006,Pakistan,"Hospital beds (per 1,000 people)",0.63,Pakistan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),3.6,Eastern Mediterranean,1526829,691.21,906,0.41,101,30362,13.745,1,0,0,0.01988565844636171
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,15774.25494,12509.84,Panama,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.059,68.414,Panama,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1192.820801,Panama,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,110042,32578,Panama,53.92563583,Panama,Military expenditure (% of GDP),0,Panama,"Hospital beds (per 1,000 people)",2.25,Panama,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.7,Americas,767438,17786.314,1761,40.813,371,8178,189.535,6,0.139,1,0.010656235422275154
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,7027.612207,6126.87,Peru,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.099,78.297,Peru,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,370.1099548,Peru,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,141311,42395.999,Peru,50.18939111,Peru,Military expenditure (% of GDP),1.340058514,Peru,"Hospital beds (per 1,000 people)",1.59,Peru,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),2.7,Americas,3552467,10774.241,3439,10.43,667,212528,644.574,156,0.473,21,0.05982546776648453
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3485.340844,3298.83,Philippines,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.149,47.408,Philippines,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,142.0787659,Philippines,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,320569,97438.912,Philippines,55.16945504,Philippines,Military expenditure (% of GDP),1.012423923,Philippines,"Hospital beds (per 1,000 people)",0.99,Philippines,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),2.7,Western Pacific,3682083,3360.145,1847,1.686,233,59891,54.655,469,0.428,113,0.016265521445334066
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,15232.48708,14243.86,Palau,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.47,80.988,Palau,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2355.695801,Palau,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Palau,NA,Palau,Military expenditure (% of GDP),NA,Palau,"Hospital beds (per 1,000 people)",4.8,Palau,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Western Pacific,4122,22783.551,52,287.42,0,6,33.164,0,0,0,0.001455604075691412
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2820.306397,2757.22,Papua New Guinea,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.25,13.345,Papua New Guinea,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,65.08071899,Papua New Guinea,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,54328,47449.088,Papua New Guinea,63.17895426,Papua New Guinea,Military expenditure (% of GDP),0.416646928,Papua New Guinea,"Hospital beds (per 1,000 people)",NA,Papua New Guinea,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),37,Western Pacific,43636,487.715,212,2.37,21,649,7.254,6,0.067,0,0.014873040608671739
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,15732.20313,15720.99,Poland,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.037,60.043,Poland,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1014.038208,Poland,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,131419,48381,Poland,51.4168588,Poland,Military expenditure (% of GDP),2.217350661,Poland,"Hospital beds (per 1,000 people)",6.62,Poland,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.2,Europe,5982664,15761.216,7624,20.085,1178,115775,305.007,239,0.63,39,0.019351746980943607
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,32850.54861,32290.92,Puerto Rico,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.576,93.581,Puerto Rico,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Puerto Rico,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Puerto Rico,57.67810915,Puerto Rico,Military expenditure (% of GDP),NA,Puerto Rico,"Hospital beds (per 1,000 people)",NA,Puerto Rico,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,489219,17100.459,6047,211.371,1310,4182,146.18,11,0.385,5,0.0085483188510667
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,23330.81729,22176.3,Portugal,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.764,66.31,Portugal,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2221.439209,Portugal,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,186711,73742.363,Portugal,55.82690416,Portugal,Military expenditure (% of GDP),2.140563285,Portugal,"Hospital beds (per 1,000 people)",3.39,Portugal,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.3,Europe,3697617,35913.458,49076,476.655,0,21964,213.327,132,1.282,0,0.005940041924298812
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5380.963322,5001.07,Paraguay,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.879,62.183,Paraguay,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,388.3932495,Paraguay,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,8090,1747,Paraguay,55.53184034,Paraguay,Military expenditure (% of GDP),1.042126396,Paraguay,"Hospital beds (per 1,000 people)",0.83,Paraguay,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.3,Americas,648446,9091.378,93,1.304,0,18734,262.655,3,0.042,0,0.02889060924117043
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,NA,NA,French Polynesia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.897,61.975,French Polynesia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,French Polynesia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,French Polynesia,45.54309755,French Polynesia,Military expenditure (% of GDP),NA,French Polynesia,"Hospital beds (per 1,000 people)",NA,French Polynesia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Western Pacific,72596,25843.337,123,43.787,0,648,230.681,0,0,0,0.008926111631494848
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,62276.42869,50124.39,Qatar,Urban population (% of total population),SP.URB.TOTL.IN.ZS,99.188,99.235,Qatar,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1807.153931,Qatar,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,207143,127046,Qatar,18.10328678,Qatar,Military expenditure (% of GDP),1.439,Qatar,"Hospital beds (per 1,000 people)",1.25,Qatar,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Eastern Mediterranean,363139,12604.385,866,30.058,108,677,23.498,0,0,0,0.0018642998961830044
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,12899.34611,12896.09,Romania,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.084,54.194,Romania,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,738.5581665,Romania,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,58509,22125,Romania,53.26025214,Romania,Military expenditure (% of GDP),2.313707466,Romania,"Hospital beds (per 1,000 people)",6.89,Romania,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),2.4,Europe,2877544,14887.31,10751,55.622,1602,65285,337.76,138,0.714,36,0.022687750387135695
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,11497.64925,10126.72,Russian Federation,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.587,74.754,Russian Federation,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,653.4172363,Russian Federation,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,940499,623201,Russian Federation,51.22001981,Russian Federation,Military expenditure (% of GDP),4.263449836,Russian Federation,"Hospital beds (per 1,000 people)",8.05,Russian Federation,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.1,Europe,18041927,12363.034,86807,59.484,11348,372766,255.434,1877,1.286,254,0.020661096788608002
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,820.1492886,797.86,Rwanda,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.313,17.432,Rwanda,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,51.39912415,Rwanda,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,19419,8494.839,Rwanda,74.19641566,Rwanda,Military expenditure (% of GDP),1.399987479,Rwanda,"Hospital beds (per 1,000 people)",NA,Rwanda,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),56,Africa,129760,1001.836,18,0.139,0,1459,11.264,0,0,0,0.01124383477188656
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,23139.79798,20110.32,Saudi Arabia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.065,84.287,Saudi Arabia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1316.260254,Saudi Arabia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,317209,123340,Saudi Arabia,39.26546726,Saudi Arabia,Military expenditure (% of GDP),8.447598946,Saudi Arabia,"Hospital beds (per 1,000 people)",2.24,Saudi Arabia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Eastern Mediterranean,752188,2160.599,784,2.252,110,9062,26.03,9,0.026,2,0.012047520034884896
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,610.9278615,486.42,Sudan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.936,35.253,Sudan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,46.92884064,Sudan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,3116,2261,Sudan,76.90814042,Sudan,Military expenditure (% of GDP),1.131725699,Sudan,"Hospital beds (per 1,000 people)",0.74,Sudan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),12.2,Eastern Mediterranean,62057,141.523,25,0.057,0,4929,11.241,6,0.014,0,0.07942697842306266
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1430.148259,1471.83,Senegal,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.653,48.122,Senegal,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,59.09758377,Senegal,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,10215,4377,Senegal,84.1610699,Senegal,Military expenditure (% of GDP),1.6147197,Senegal,"Hospital beds (per 1,000 people)",0.3,Senegal,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),7.6,Africa,85954,513.344,23,0.137,2,1965,11.736,0,0,0,0.022861065220932127
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,65640.70795,59797.75,Singapore,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,Singapore,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2632.713867,Singapore,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,215014,64267,Singapore,34.50390716,Singapore,Military expenditure (% of GDP),3.201533596,Singapore,"Hospital beds (per 1,000 people)",2.49,Singapore,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Western Pacific,1148656,19633.997,24770,423.394,3535,1309,22.375,22,0.376,2,0.0011395927066066777
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2344.048976,2250.6,Solomon Islands,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.21,24.67,Solomon Islands,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,111.9044876,Solomon Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,11094,6680.904,Solomon Islands,77.62305214,Solomon Islands,Military expenditure (% of GDP),NA,Solomon Islands,"Hospital beds (per 1,000 people)",1.4,Solomon Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),24.7,Western Pacific,12285,1788.512,429,62.456,0,139,20.236,5,0.728,0,0.011314611314611315
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,521.7548367,509.38,Sierra Leone,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.484,42.923,Sierra Leone,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,46.15795517,Sierra Leone,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Sierra Leone,76.27656004,Sierra Leone,Military expenditure (% of GDP),0.582096576,Sierra Leone,"Hospital beds (per 1,000 people)",0.4,Sierra Leone,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),43,Africa,7677,96.239,2,0.025,0,125,1.567,0,0,0,0.016282401979940082
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,4167.730939,3798.64,El Salvador,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.746,73.444,El Salvador,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,300.0532837,El Salvador,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,26305,8743.635,El Salvador,54.41997408,El Salvador,Military expenditure (% of GDP),1.502118139,El Salvador,"Hospital beds (per 1,000 people)",1.2,El Salvador,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.5,Americas,162089,2498.981,519,8.002,0,4124,63.581,3,0.046,0,0.02544281228214129
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,47731.20854,NA,San Marino,Urban population (% of total population),SP.URB.TOTL.IN.ZS,97.368,97.499,San Marino,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3050.918213,San Marino,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,San Marino,NA,San Marino,Military expenditure (% of GDP),NA,San Marino,"Hospital beds (per 1,000 people)",3.8,San Marino,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Europe,15874,46773.528,287,845.66,47,114,335.907,0,0,0,0.007181554743605896
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,419.3948077,438.26,Somalia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.554,46.141,Somalia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Somalia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1060,NA,Somalia,96.27873345,Somalia,Military expenditure (% of GDP),NA,Somalia,"Hospital beds (per 1,000 people)",0.87,Somalia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),68,Eastern Mediterranean,26471,166.555,0,0,0,1361,8.563,0,0,0,0.051414755770465795
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,7417.203649,7720.51,Serbia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.26,56.446,Serbia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,641.0250244,Serbia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,30964,12773,Serbia,52.49855078,Serbia,Military expenditure (% of GDP),2.109334373,Serbia,"Hospital beds (per 1,000 people)",5.61,Serbia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),2.9,Europe,1992677,28768.036,7592,109.605,1057,15906,229.633,56,0.808,7,0.007982226923881793
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,NA,NA,South Sudan,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.899,20.199,South Sudan,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,22.63818741,South Sudan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,South Sudan,80.76822704,South Sudan,Military expenditure (% of GDP),3.55,South Sudan,"Hospital beds (per 1,000 people)",NA,South Sudan,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),76,Africa,17369,155.167,48,0.429,7,138,1.233,0,0,0,0.007945189705797686
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1987.579702,2157.84,Sao Tome and Principe,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.598,74.354,Sao Tome and Principe,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,108.4464035,Sao Tome and Principe,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,468,366,Sao Tome and Principe,81.0484837,Sao Tome and Principe,Military expenditure (% of GDP),NA,Sao Tome and Principe,"Hospital beds (per 1,000 people)",2.9,Sao Tome and Principe,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),25,Africa,5948,2714.011,0,0,0,73,33.309,0,0,0,0.012273032952252858
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,6853.693411,4916.61,Suriname,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.095,66.149,Suriname,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,619.2471314,Suriname,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,2668,1035.2,Suriname,51.05845515,Suriname,Military expenditure (% of GDP),NA,Suriname,"Hospital beds (per 1,000 people)",3,Suriname,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),20,Americas,79276,13513.753,35,5.966,35,1325,225.866,0,0,0,0.01671375952368939
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,25942.95477,25517.33,Slovenia,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.822,55.118,Slovenia,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2219.100586,Slovenia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,16717,3289,Slovenia,55.94342712,Slovenia,Military expenditure (% of GDP),1.104034429,Slovenia,"Hospital beds (per 1,000 people)",4.5,Slovenia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0,Europe,992497,47355.097,11467,547.126,1602,7509,358.278,11,0.525,0,0.007565765941861789
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,51939.42974,52274.41,Sweden,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.708,87.977,Sweden,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5671.385742,Sweden,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,560422.19,168012.186,Sweden,61.16654504,Sweden,Military expenditure (% of GDP),1.221397332,Sweden,"Hospital beds (per 1,000 people)",2.21,Sweden,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.7,Europe,2491980,24129.349,819,7.93,0,18506,179.19,0,0,0,0.0074262233244247544
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3915.643467,3424.28,Eswatini,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.981,24.171,Eswatini,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,264.0551453,Eswatini,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,2270,561,Eswatini,70.80953748,Eswatini,Military expenditure (% of GDP),1.836705438,Eswatini,"Hospital beds (per 1,000 people)",2.1,Eswatini,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),29,Africa,70048,6037.767,121,10.43,34,1395,120.242,0,0,0,0.019914915486523528
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,16213.48076,10764.42,Seychelles,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.119,57.546,Seychelles,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,839.7733154,Seychelles,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,18704,8477,Seychelles,46.69835216,Seychelles,Military expenditure (% of GDP),1.584680407,Seychelles,"Hospital beds (per 1,000 people)",3.6,Seychelles,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.5,Africa,41379,42074.491,320,325.379,0,163,165.74,0,0,0,0.003939196210638246
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,1334.370593,NA,Syrian Arab Republic,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.821,55.475,Syrian Arab Republic,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Syrian Arab Republic,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,173,97.572,Syrian Arab Republic,55.39793075,Syrian Arab Republic,Military expenditure (% of GDP),4.05,Syrian Arab Republic,"Hospital beds (per 1,000 people)",1.4,Syrian Arab Republic,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.9,Eastern Mediterranean,55756,318.594,29,0.166,6,3148,17.988,3,0.017,1,0.056460291269101084
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,31350.86663,23879.93,Turks and Caicos Islands,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.36,93.605,Turks and Caicos Islands,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,NA,Turks and Caicos Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,NA,NA,Turks and Caicos Islands,NA,Turks and Caicos Islands,Military expenditure (% of GDP),NA,Turks and Caicos Islands,"Hospital beds (per 1,000 people)",NA,Turks and Caicos Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),NA,Americas,5936,15331.37,13,33.576,13,36,92.98,0,0,0,0.006064690026954178
